# timestamp tx ty tz qx qy qz qw
1698132954.110530 -0.009016 0.004349 -0.021371 -0.0011813 -0.0204122 -0.7470605 0.6644415
1698132954.310695 -0.008482 0.003307 -0.016954 -0.0011729 -0.0204156 -0.7472109 0.6642723
1698132954.511058 -0.010093 0.006458 -0.028703 -0.0012367 -0.0204470 -0.7473685 0.6640939
1698132954.710731 -0.010839 0.007376 -0.029442 -0.0012201 -0.0204316 -0.7474784 0.6639707
1698132954.911064 -0.007848 0.007521 -0.027267 -0.0012500 -0.0204591 -0.7473976 0.6640608
1698132955.111319 -0.009782 0.003970 -0.024488 -0.0012661 -0.0204759 -0.7475276 0.6639138
1698132955.311098 -0.012304 0.006415 -0.029449 -0.0012738 -0.0204573 -0.7477209 0.6636967
1698132955.511447 -0.010448 0.004305 -0.019324 -0.0012707 -0.0204597 -0.7476861 0.6637359
1698132955.710999 -0.008798 0.003084 -0.021164 -0.0012820 -0.0204582 -0.7477596 0.6636531
1698132955.910693 -0.008107 -0.007984 0.008060 -0.0013266 -0.0204740 -0.7477397 0.6636749
1698132956.110747 -0.007505 -0.009030 0.002404 -0.0013314 -0.0204905 -0.7477628 0.6636484
1698132956.310762 -0.006548 -0.009995 0.001850 -0.0013340 -0.0204981 -0.7477179 0.6636987
1698132956.510544 -0.006538 -0.009831 0.003314 -0.0013237 -0.0205153 -0.7477407 0.6636725
1698132956.710479 -0.006000 -0.007866 0.006264 -0.0012901 -0.0204907 -0.7476510 0.6637744
1698132956.911222 -0.006914 -0.008550 0.006067 -0.0012920 -0.0205046 -0.7475354 0.6639042
1698132957.110685 -0.009139 -0.008338 -0.003279 -0.0013021 -0.0205142 -0.7475541 0.6638828
1698132957.310981 -0.006478 -0.011716 0.004147 -0.0012765 -0.0204992 -0.7475350 0.6639048
1698132957.511147 -0.002902 -0.008207 0.007262 -0.0012678 -0.0205031 -0.7475656 0.6638702
1698132957.711066 -0.004264 -0.007475 0.000930 -0.0012288 -0.0204405 -0.7475455 0.6638948
1698132957.910599 -0.000776 -0.009760 0.012999 -0.0012957 -0.0204703 -0.7474673 0.6639819
1698132958.110704 -0.004157 -0.007433 -0.000402 -0.0012847 -0.0204280 -0.7474993 0.6639471
1698132958.311453 -0.003873 -0.004864 0.003962 -0.0012873 -0.0204508 -0.7474536 0.6639979
1698132958.511010 -0.004588 -0.009353 0.003681 -0.0013248 -0.0204405 -0.7474807 0.6639676
1698132958.711078 -0.001675 -0.007215 0.002753 -0.0013293 -0.0204444 -0.7474688 0.6639810
1698132958.910837 -0.003608 -0.007249 0.001982 -0.0013744 -0.0204509 -0.7474596 0.6639910
1698132959.110959 -0.004012 -0.009101 -0.000409 -0.0013471 -0.0204318 -0.7473465 0.6641190
1698132959.311063 -0.008250 -0.006493 -0.006853 -0.0013738 -0.0204632 -0.7473835 0.6640762
1698132959.510595 -0.005976 -0.007655 0.008973 -0.0013696 -0.0204590 -0.7473169 0.6641513
1698132959.710927 -0.004146 -0.006445 0.002713 -0.0013514 -0.0204608 -0.7474460 0.6640060
1698132959.910592 -0.005462 -0.009630 0.008050 -0.0013129 -0.0204589 -0.7474273 0.6640272
1698132960.110770 -0.006402 -0.008964 0.003279 -0.0011244 -0.0203437 -0.7474244 0.6640344
1698132960.311279 -0.004430 -0.005772 0.001260 -0.0007776 -0.0201037 -0.7469244 0.6646046
1698132960.510389 -0.002820 -0.006957 0.005900 -0.0018555 -0.0212730 -0.7483296 0.6629833
1698132960.710353 -0.009710 -0.010356 -0.003369 -0.0001158 -0.0192997 -0.7467052 0.6648751
1698132960.911050 -0.002736 -0.008642 0.013679 -0.0005249 -0.0203179 -0.7476510 0.6637807
1698132961.110895 -0.009088 -0.009844 0.002992 -0.0010378 -0.0200577 -0.7468550 0.6646836
1698132961.310979 -0.005875 -0.007570 0.002359 -0.0011210 -0.0195854 -0.7469741 0.6645637
1698132961.510647 -0.007374 -0.005726 0.001850 -0.0009437 -0.0198877 -0.7469478 0.6645845
1698132961.710890 -0.001286 -0.006153 0.009861 -0.0007950 -0.0196598 -0.7474699 0.6640042
1698132961.911058 -0.003541 -0.008902 0.008398 -0.0006142 -0.0197014 -0.7477511 0.6636865
1698132962.110694 -0.006108 -0.010050 0.004578 -0.0010620 -0.0197980 -0.7475501 0.6639094
1698132962.311016 -0.002286 -0.006777 0.014078 -0.0007679 -0.0197280 -0.7479132 0.6635029
1698132962.510419 -0.007757 -0.004508 0.002258 -0.0009174 -0.0196837 -0.7474968 0.6639731
1698132962.710878 -0.003687 -0.005853 0.012863 -0.0008244 -0.0196908 -0.7478175 0.6636118
1698132962.910815 -0.003731 -0.007092 0.005062 -0.0009917 -0.0192375 -0.7475923 0.6638786
1698132963.110399 -0.004369 -0.006898 0.009995 -0.0010291 -0.0195880 -0.7472723 0.6642284
1698132963.310648 -0.000037 -0.007127 0.019318 -0.0012369 -0.0192941 -0.7471322 0.6643942
1698132963.510535 -0.004873 -0.003755 0.009998 -0.0005676 -0.0189786 -0.7470295 0.6645197
1698132963.711044 -0.000240 -0.007685 0.024810 0.0035923 -0.0153132 -0.7473870 0.6642027
1698132963.910892 0.003086 -0.015726 0.032555 0.0174691 0.0059840 -0.7444831 0.6673859
1698132964.111166 -0.009535 -0.055095 0.074036 0.0090859 -0.0048051 -0.7377124 0.6750369
1698132964.310838 -0.001552 -0.125423 0.171665 -0.0237644 -0.0284111 -0.7351374 0.6769055
1698132964.510391 0.005434 -0.192210 0.308915 -0.0324872 -0.0468147 -0.7346621 0.6760359
1698132964.710966 0.017239 -0.244872 0.492236 -0.0102450 -0.0429701 -0.7353454 0.6762512
1698132964.911110 0.041711 -0.282124 0.730644 0.0035862 -0.0347700 -0.7375555 0.6743812
1698132965.110930 0.062272 -0.307903 0.951572 -0.0132032 -0.0416614 -0.7383696 0.6729787
1698132965.311083 0.064865 -0.339383 1.172843 -0.0189651 -0.0418165 -0.7391612 0.6719617
1698132965.510280 0.074871 -0.365430 1.398772 -0.0114831 -0.0441160 -0.7392940 0.6718380
1698132965.710733 0.078877 -0.379835 1.611942 -0.0133433 -0.0445787 -0.7397153 0.6713092
1698132965.911038 0.082475 -0.395412 1.809297 -0.0108619 -0.0427332 -0.7406621 0.6704293
1698132966.110851 0.075409 -0.401585 2.019153 -0.0237445 -0.0345359 -0.7411474 0.6700328
1698132966.310702 0.070346 -0.400254 2.210758 -0.0166939 -0.0259850 -0.7418686 0.6698337
1698132966.510711 0.067072 -0.398288 2.437241 -0.0155693 -0.0281520 -0.7386037 0.6733718
1698132966.710491 0.059473 -0.404174 2.674897 -0.0203877 -0.0317186 -0.7350707 0.6769411
1698132966.911277 0.055180 -0.402141 2.961059 -0.0210519 -0.0288375 -0.7346175 0.6775414
1698132967.111183 0.050274 -0.401786 3.334001 -0.0270601 -0.0255300 -0.7357460 0.6762350
1698132967.311276 0.034630 -0.399602 3.757167 -0.0330112 -0.0265146 -0.7368123 0.6747702
1698132967.511139 0.012368 -0.400910 4.220560 -0.0327740 -0.0239128 -0.7388727 0.6726226
1698132967.711149 -0.000153 -0.402099 4.717927 -0.0361840 -0.0204507 -0.7400084 0.6713122
1698132967.910532 -0.025636 -0.397674 5.235983 -0.0392524 -0.0170632 -0.7412082 0.6699093
1698132968.111117 -0.032508 -0.397560 5.758125 -0.0394132 -0.0160197 -0.7426056 0.6683763
1698132968.310394 -0.040916 -0.400246 6.290540 -0.0320116 -0.0290656 -0.7422558 0.6687202
1698132968.510854 -0.042367 -0.402522 6.804140 -0.0371054 -0.0224061 -0.7405430 0.6706096
1698132968.710783 -0.047813 -0.405314 7.357917 -0.0381494 -0.0174157 -0.7404670 0.6707831
1698132968.910716 -0.050407 -0.402372 7.869475 -0.0354520 -0.0259794 -0.7401787 0.6709722
1698132969.110192 -0.044646 -0.403104 8.393766 -0.0338021 -0.0223691 -0.7397720 0.6716356
1698132969.310307 -0.039889 -0.394714 8.940663 -0.0305382 -0.0148771 -0.7401357 0.6715990
1698132969.510674 -0.041431 -0.389680 9.465032 -0.0302951 -0.0189064 -0.7401413 0.6715025
1698132969.710768 -0.039970 -0.389676 9.980402 -0.0320101 -0.0200421 -0.7405109 0.6709823
1698132969.911280 -0.042011 -0.390938 10.495583 -0.0320144 -0.0184526 -0.7403435 0.6712124
1698132970.111269 -0.048023 -0.395495 11.011900 -0.0332488 -0.0199218 -0.7398861 0.6716146
1698132970.310498 -0.056259 -0.403925 11.514878 -0.0366171 -0.0212400 -0.7392153 0.6721375
1698132970.510781 -0.071167 -0.411894 12.023169 -0.0399633 -0.0193578 -0.7393289 0.6718787
1698132970.710197 -0.080247 -0.421539 12.544224 -0.0414282 -0.0179173 -0.7400051 0.6710851
1698132970.910836 -0.093274 -0.428328 13.048876 -0.0410995 -0.0196098 -0.7406454 0.6703511
1698132971.111186 -0.101782 -0.433064 13.555718 -0.0407552 -0.0207624 -0.7405171 0.6704792
1698132971.311329 -0.108016 -0.436308 14.065842 -0.0395470 -0.0197241 -0.7402955 0.6708275
1698132971.510549 -0.116186 -0.438492 14.576912 -0.0420029 -0.0179842 -0.7400448 0.6710037
1698132971.710731 -0.121462 -0.444176 15.082171 -0.0429646 -0.0225305 -0.7381740 0.6728637
1698132971.911165 -0.126393 -0.447915 15.595631 -0.0438260 -0.0182160 -0.7375152 0.6736608
1698132972.110774 -0.138662 -0.441310 16.124148 -0.0452831 -0.0119460 -0.7390902 0.6719765
1698132972.310366 -0.151526 -0.431211 16.644640 -0.0451045 -0.0102016 -0.7399266 0.6710962
1698132972.511273 -0.161074 -0.417487 17.159600 -0.0429191 -0.0113624 -0.7403424 0.6707622
1698132972.710759 -0.172259 -0.409682 17.663281 -0.0445292 -0.0125342 -0.7404633 0.6705029
1698132972.911104 -0.185226 -0.397660 18.179369 -0.0408166 -0.0104557 -0.7415439 0.6695800
1698132973.110630 -0.186019 -0.390728 18.728552 -0.0414231 -0.0133762 -0.7412186 0.6698508
1698132973.310406 -0.195907 -0.384752 19.259930 -0.0433484 -0.0141908 -0.7404309 0.6705831
1698132973.511127 -0.200794 -0.378832 19.835797 -0.0460477 -0.0115979 -0.7393631 0.6716304
1698132973.710793 -0.198406 -0.372307 20.408955 -0.0431597 -0.0108340 -0.7396972 0.6714670
1698132973.910900 -0.200878 -0.360475 20.992478 -0.0394081 -0.0115924 -0.7395769 0.6718174
1698132974.110531 -0.199958 -0.352203 21.580842 -0.0399052 -0.0106994 -0.7392804 0.6721291
1698132974.310878 -0.195794 -0.337922 22.171795 -0.0402894 -0.0105090 -0.7397156 0.6716302
1698132974.510259 -0.196876 -0.326995 22.747181 -0.0399751 -0.0097223 -0.7400588 0.6712827
1698132974.710102 -0.192717 -0.309358 23.336325 -0.0381315 -0.0067152 -0.7404617 0.6709824
1698132974.910422 -0.192404 -0.291695 23.907095 -0.0369511 -0.0037985 -0.7404502 0.6710840
1698132975.109759 -0.188836 -0.278214 24.491625 -0.0376905 -0.0035315 -0.7405241 0.6709627
1698132975.310404 -0.186845 -0.265964 25.071553 -0.0380000 -0.0050105 -0.7402459 0.6712428
1698132975.511292 -0.189197 -0.263140 25.645092 -0.0387563 -0.0065459 -0.7399854 0.6714735
1698132975.710026 -0.198383 -0.256443 26.211350 -0.0418510 -0.0047407 -0.7403384 0.6709136
1698132975.910524 -0.199124 -0.256349 26.799674 -0.0467738 -0.0035240 -0.7402476 0.6706961
1698132976.110736 -0.209231 -0.255166 27.367278 -0.0460755 -0.0053306 -0.7403205 0.6706521
1698132976.310351 -0.211908 -0.257661 27.947806 -0.0440453 -0.0039339 -0.7400924 0.6710498
1698132976.510313 -0.215685 -0.253032 28.534419 -0.0454136 -0.0017140 -0.7401424 0.6709127
1698132976.710330 -0.224599 -0.252647 29.097929 -0.0458033 -0.0010652 -0.7404840 0.6705105
1698132976.910376 -0.229683 -0.254653 29.664786 -0.0474919 -0.0026466 -0.7402245 0.6706752
1698132977.110493 -0.236243 -0.252879 30.208991 -0.0502631 -0.0034090 -0.7396516 0.6711017
1698132977.309532 -0.245674 -0.251788 30.740775 -0.0589507 -0.0026321 -0.7396386 0.6704123
1698132977.509955 -0.245776 -0.248308 31.186251 -0.0649708 -0.0012912 -0.7405074 0.6688990
1698132977.709968 -0.247136 -0.243717 31.514082 -0.0649324 -0.0003347 -0.7411773 0.6681616
1698132977.910091 -0.248564 -0.237728 31.685866 -0.0555935 -0.0016557 -0.7418179 0.6682910
1698132978.110417 -0.243768 -0.230645 31.765589 -0.0450873 -0.0017926 -0.7419698 0.6689130
1698132978.310421 -0.241769 -0.227406 31.773524 -0.0452871 -0.0070180 -0.7413114 0.6695948
1698132978.509739 -0.254762 -0.226331 31.739714 -0.0535049 -0.0135839 -0.7402942 0.6700129
1698132978.710463 -0.264312 -0.221732 31.700480 -0.0592559 -0.0135800 -0.7396063 0.6702886
1698132978.909611 -0.272514 -0.207670 31.682494 -0.0588972 -0.0118045 -0.7392496 0.6707472
1698132979.109637 -0.281876 -0.188679 31.671053 -0.0640256 -0.0078291 -0.7391103 0.6704889
1698132979.309987 -0.295568 -0.158548 31.667746 -0.0643043 -0.0041752 -0.7393840 0.6701931
1698132979.510226 -0.308156 -0.118122 31.676314 -0.0586943 -0.0027731 -0.7396297 0.6704441
1698132979.709985 -0.311009 -0.078314 31.682650 -0.0539765 -0.0010193 -0.7397359 0.6707282
1698132979.910212 -0.306529 -0.038598 31.708502 -0.0516119 0.0012187 -0.7400054 0.6706167
1698132980.110303 -0.306565 0.002984 31.719157 -0.0514879 0.0041099 -0.7399521 0.6706736
1698132980.310181 -0.306527 0.040463 31.732699 -0.0522963 0.0042024 -0.7398259 0.6707497
1698132980.509515 -0.301109 0.073132 31.737391 -0.0528895 0.0055623 -0.7399886 0.6705137
1698132980.709817 -0.291726 0.103521 31.749236 -0.0502322 0.0063283 -0.7404458 0.6702064
1698132980.910248 -0.282464 0.124421 31.769118 -0.0477295 0.0060954 -0.7404366 0.6704016
1698132981.109427 -0.272738 0.140699 31.760340 -0.0480071 0.0031338 -0.7401013 0.6707724
1698132981.309315 -0.262784 0.142954 31.770056 -0.0510211 0.0016108 -0.7393941 0.6713350
1698132981.509609 -0.251911 0.152390 31.768343 -0.0470920 0.0005533 -0.7406551 0.6702329
1698132981.709631 -0.237177 0.149610 31.776556 -0.0448028 0.0003001 -0.7406747 0.6703683
1698132981.909426 -0.228329 0.148661 31.784731 -0.0509031 0.0022077 -0.7402948 0.6703489
1698132982.109354 -0.220069 0.145352 31.783957 -0.0525443 0.0007580 -0.7401172 0.6704215
1698132982.309607 -0.210451 0.135681 31.792998 -0.0499015 -0.0018511 -0.7398605 0.6709045
1698132982.509913 -0.198893 0.126179 31.796282 -0.0527870 -0.0018015 -0.7394559 0.6711298
1698132982.709779 -0.186069 0.117821 31.792910 -0.0492232 -0.0038707 -0.7397222 0.6710985
1698132982.909448 -0.176497 0.105267 31.802912 -0.0470717 -0.0013856 -0.7400108 0.6709444
1698132983.109606 -0.168321 0.097204 31.804022 -0.0490795 0.0003072 -0.7401345 0.6706653
1698132983.309863 -0.164537 0.086341 31.802664 -0.0511511 0.0003582 -0.7403829 0.6702362
1698132983.510202 -0.154008 0.076336 31.800028 -0.0494004 -0.0017014 -0.7406000 0.6701256
1698132983.710178 -0.150497 0.062836 31.799990 -0.0510346 0.0001173 -0.7406268 0.6699756
1698132983.909450 -0.151351 0.049096 31.795531 -0.0490309 -0.0002549 -0.7407640 0.6699736
1698132984.110069 -0.142415 0.037598 31.795435 -0.0508094 -0.0024481 -0.7401620 0.6705018
1698132984.310270 -0.140150 0.024506 31.789835 -0.0534586 -0.0023101 -0.7400452 0.6704252
1698132984.509616 -0.137990 0.014375 31.789889 -0.0518171 0.0001507 -0.7400298 0.6705750
1698132984.710305 -0.133134 0.007448 31.792761 -0.0498480 0.0000332 -0.7400201 0.6707350
1698132984.909580 -0.130278 -0.004799 31.786566 -0.0499693 -0.0017174 -0.7397835 0.6709847
1698132985.109563 -0.125990 -0.009841 31.777110 -0.0490599 -0.0011484 -0.7397545 0.6710850
1698132985.309439 -0.120924 -0.020349 31.789034 -0.0500049 -0.0022362 -0.7393398 0.6714695
1698132985.509612 -0.118769 -0.028970 31.776042 -0.0481047 -0.0009447 -0.7401177 0.6707540
1698132985.710282 -0.111718 -0.035754 31.778616 -0.0484213 0.0019145 -0.7402250 0.6706106
1698132985.909666 -0.108858 -0.042541 31.772109 -0.0514430 -0.0018306 -0.7404521 0.6701350
1698132986.109882 -0.106042 -0.053561 31.763220 -0.0509886 -0.0037661 -0.7401285 0.6705190
1698132986.309378 -0.107623 -0.064393 31.751994 -0.0497430 -0.0030067 -0.7399808 0.6707794
1698132986.510118 -0.100826 -0.068581 31.754511 -0.0508599 -0.0014967 -0.7397803 0.6709219
1698132986.709949 -0.099996 -0.077573 31.751479 -0.0481727 -0.0024402 -0.7400262 0.6708462
1698132986.909378 -0.096189 -0.083795 31.747679 -0.0503000 -0.0039106 -0.7404138 0.6702551
1698132987.109849 -0.093920 -0.087818 31.726050 -0.0506933 -0.0055051 -0.7403688 0.6702640
1698132987.309721 -0.089769 -0.093619 31.718813 -0.0484157 -0.0063099 -0.7402546 0.6705515
1698132987.509558 -0.093197 -0.102194 31.718359 -0.0515221 -0.0042570 -0.7400642 0.6705463
1698132987.709705 -0.086310 -0.107982 31.722285 -0.0524713 -0.0023095 -0.7399029 0.6706602
1698132987.909383 -0.083417 -0.110741 31.708903 -0.0524645 -0.0076212 -0.7394397 0.6711321
1698132988.109168 -0.084800 -0.117496 31.695113 -0.0522703 -0.0067677 -0.7394636 0.6711301
1698132988.309718 -0.082517 -0.119000 31.698172 -0.0511296 -0.0035749 -0.7391877 0.6715464
1698132988.509804 -0.082118 -0.119554 31.699126 -0.0545205 -0.0051608 -0.7393458 0.6710951
1698132988.710124 -0.080072 -0.117523 31.689372 -0.0524643 -0.0058232 -0.7398048 0.6707477
1698132988.910014 -0.085282 -0.118633 31.693789 -0.0507340 -0.0009780 -0.7404100 0.6702373
1698132989.110168 -0.078331 -0.115976 31.698699 -0.0492563 -0.0010710 -0.7406842 0.6700445
1698132989.309682 -0.078504 -0.122857 31.700877 -0.0468557 -0.0054207 -0.7399546 0.6710010
1698132989.510128 -0.077203 -0.132805 31.696593 -0.0474250 -0.0056561 -0.7391850 0.6718068
1698132989.709259 -0.074138 -0.140512 31.705206 -0.0553691 -0.0050572 -0.7392697 0.6711103
1698132989.909901 -0.073919 -0.154256 31.703543 -0.0564466 -0.0126165 -0.7391190 0.6710869
1698132990.110127 -0.068323 -0.169636 31.706919 -0.0549700 -0.0140435 -0.7381416 0.6722560
1698132990.310090 -0.062604 -0.182621 31.701674 -0.0542490 -0.0143250 -0.7381963 0.6722485
1698132990.509492 -0.058251 -0.194505 31.714770 -0.0563268 -0.0129791 -0.7378221 0.6725157
1698132990.709177 -0.055124 -0.195259 31.711546 -0.0536106 -0.0094958 -0.7383552 0.6722107
1698132990.909852 -0.048618 -0.195432 31.717112 -0.0523367 -0.0073607 -0.7387254 0.6719311
1698132991.110091 -0.045461 -0.195412 31.723925 -0.0500831 -0.0057471 -0.7397235 0.6710200
1698132991.309361 -0.041574 -0.193560 31.727038 -0.0495299 -0.0062041 -0.7397727 0.6710028
1698132991.509203 -0.034759 -0.195076 31.735720 -0.0532227 -0.0117571 -0.7390010 0.6714958
1698132991.710110 -0.033948 -0.196356 31.722308 -0.0536161 -0.0112424 -0.7384744 0.6720524
1698132991.909747 -0.032929 -0.181314 31.729208 -0.0515937 -0.0057929 -0.7395989 0.6710425
1698132992.109998 -0.031299 -0.170439 31.739836 -0.0510185 -0.0028219 -0.7402462 0.6703915
1698132992.310331 -0.030402 -0.159785 31.738257 -0.0521105 -0.0044442 -0.7399654 0.6706086
1698132992.510218 -0.032688 -0.152705 31.740752 -0.0483677 -0.0063148 -0.7401783 0.6706391
1698132992.709328 -0.034287 -0.139115 31.729189 -0.0494250 -0.0017108 -0.7403208 0.6704322
1698132992.909955 -0.035289 -0.123635 31.739539 -0.0486368 -0.0002437 -0.7398389 0.6710237
1698132993.109711 -0.037374 -0.113712 31.739649 -0.0468594 -0.0017455 -0.7396198 0.6713893
1698132993.309469 -0.040737 -0.103547 31.734793 -0.0477162 -0.0011007 -0.7394425 0.6715256
1698132993.509593 -0.034731 -0.095921 31.751711 -0.0474814 -0.0017624 -0.7406057 0.6702578
1698132993.709884 -0.029183 -0.087023 31.758685 -0.0493312 -0.0014991 -0.7410846 0.6695953
1698132993.910115 -0.023375 -0.083260 31.768626 -0.0479524 -0.0018449 -0.7407005 0.6701193
1698132994.110002 -0.023401 -0.080500 31.767333 -0.0448473 0.0000701 -0.7406587 0.6703830
1698132994.309829 -0.017043 -0.074014 31.775935 -0.0463313 0.0010667 -0.7402506 0.6707319
1698132994.509992 -0.013622 -0.078784 31.782633 -0.0493211 -0.0043110 -0.7398674 0.6709285
1698132994.710082 -0.004142 -0.080892 31.780436 -0.0497547 -0.0079269 -0.7400583 0.6706530
1698132994.909866 0.002096 -0.085862 31.778559 -0.0584603 -0.0088991 -0.7734004 0.6311537
1698132995.109514 0.088338 -0.034615 31.785120 -0.0551041 -0.0135274 -0.8470478 0.5284794
1698132995.310257 0.219736 0.018263 31.783228 0.0345994 0.0105910 0.9150514 -0.4017110
1698132995.509786 0.359811 0.020467 31.785830 0.0322884 0.0140452 0.9647171 -0.2609234
1698132995.709959 0.484930 -0.017966 31.780707 0.0430954 0.0334584 0.9850913 -0.1631517
1698132995.909840 0.523779 -0.059358 31.761103 0.0537553 0.0357359 0.9892841 -0.1309591
1698132996.109874 0.522590 -0.078409 31.766943 0.0504148 0.0260376 0.9899006 -0.1299124
1698132996.310281 0.513555 -0.088520 31.776331 0.0413315 0.0266989 0.9898203 -0.1335466
1698132996.510031 0.500208 -0.101447 31.768981 0.0394647 0.0311480 0.9892107 -0.1376029
1698132996.710270 0.477774 -0.115661 31.797575 0.0470000 0.0310303 0.9887228 -0.1387634
1698132996.909623 0.451019 -0.125730 31.858107 0.0511813 0.0317918 0.9886337 -0.1377428
1698132997.109794 0.432792 -0.134217 31.988116 0.0496612 0.0316885 0.9888217 -0.1369719
1698132997.309435 0.413712 -0.132620 32.201880 0.0465597 0.0272052 0.9893036 -0.1355374
1698132997.510338 0.396003 -0.134272 32.538870 0.0434577 0.0246755 0.9897308 -0.1339235
1698132997.709408 0.375367 -0.130805 33.001212 0.0374563 0.0246122 0.9901684 -0.1325056
1698132997.909381 0.353496 -0.125588 33.582697 0.0381819 0.0237738 0.9903035 -0.1314379
1698132998.109329 0.323981 -0.126481 34.215651 0.0442540 0.0253150 0.9901124 -0.1306831
1698132998.309912 0.289407 -0.126028 34.892962 0.0471352 0.0259652 0.9901709 -0.1290957
1698132998.509756 0.258760 -0.122933 35.584559 0.0488320 0.0228567 0.9903859 -0.1273922
1698132998.710162 0.222666 -0.120156 36.261385 0.0513758 0.0230515 0.9903891 -0.1263273
1698132998.909577 0.185796 -0.119273 36.919680 0.0497931 0.0235994 0.9905217 -0.1258194
1698132999.110059 0.150678 -0.110989 37.543452 0.0450557 0.0208941 0.9907545 -0.1262492
1698132999.310292 0.115047 -0.108266 38.183753 0.0422038 0.0187239 0.9908008 -0.1272089
1698132999.509138 0.081249 -0.108292 38.798686 0.0441613 0.0198054 0.9906608 -0.1274702
1698132999.709946 0.038589 -0.114064 39.414710 0.0469814 0.0206309 0.9904859 -0.1276901
1698132999.910032 -0.002223 -0.122670 40.023165 0.0484161 0.0217135 0.9904101 -0.1275627
1698133000.109904 -0.042483 -0.132064 40.626441 0.0488242 0.0227583 0.9902785 -0.1282445
1698133000.310152 -0.084941 -0.143113 41.247935 0.0514441 0.0215577 0.9901471 -0.1284424
1698133000.509321 -0.123110 -0.151296 41.855261 0.0537269 0.0229449 0.9900810 -0.1277751
1698133000.710029 -0.163018 -0.161889 42.472380 0.0522585 0.0255884 0.9900580 -0.1280600
1698133000.909917 -0.193222 -0.173110 43.084261 0.0519147 0.0261456 0.9899968 -0.1285601
1698133001.109291 -0.229910 -0.185921 43.708209 0.0506542 0.0256272 0.9900899 -0.1284503
1698133001.309364 -0.263060 -0.196101 44.321105 0.0506789 0.0239023 0.9901976 -0.1279417
1698133001.509762 -0.297627 -0.205423 44.931544 0.0521031 0.0225909 0.9900438 -0.1287953
1698133001.710138 -0.333671 -0.215651 45.537737 0.0526885 0.0254737 0.9897608 -0.1301868
1698133001.909288 -0.366470 -0.228753 46.143252 0.0505142 0.0271127 0.9898382 -0.1301291
1698133002.108783 -0.396146 -0.235795 46.742949 0.0494572 0.0233822 0.9901172 -0.1291327
1698133002.310078 -0.426139 -0.242229 47.362025 0.0500817 0.0213461 0.9901547 -0.1289565
1698133002.509831 -0.459292 -0.248233 47.963702 0.0517537 0.0217932 0.9901092 -0.1285702
1698133002.708966 -0.489480 -0.253968 48.570971 0.0498822 0.0228772 0.9901391 -0.1288914
1698133002.909925 -0.521684 -0.261322 49.153090 0.0483109 0.0240981 0.9901858 -0.1289085
1698133003.109435 -0.548439 -0.267355 49.758685 0.0496385 0.0233916 0.9901276 -0.1289811
